price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,Quality,id
799000.0,4,4,3500,8547,2,0,0,3,2500,1000,1994,2001,1679,3, 98006,7,1990
257000.0,4,3,2330,7642,1,0,0,3,1800,530,1990,2009,1680,12, 98023,19,1991
270000.0,3,2,1890,9450,1,0,0,3,1090,800,1957,2000,1681,22, 98146,43,1992
453500.0,4,2,2000,6032,1,0,2,3,1300,700,1959,1989,1682,1, 98146,30,1993
237000.0,3,1,1130,10650,1,0,0,3,1130,750,1954,2005,1034,36, 98188,51,1994
456000.0,4,2,1670,9886,1,0,0,5,1670,750,1947,2001,1683,1, 98125,54,1995
355500.0,3,2,2600,5540,2,0,0,3,2600,750,2004,2003,1684,5, 98038,-1,1996
299950.0,4,2,1560,31299,1,0,0,4,1560,750,1965,2001,1685,9, 98092,36,1997
335000.0,3,2,1170,5360,1,0,0,3,1170,750,1919,2001,1686,1, 98106,82,1998
268500.0,4,2,2100,4237,2,0,0,3,2100,750,2006,2001,1687,2, 98031,-5,1999
385000.0,3,2,1710,11500,1,0,0,3,1210,500,1978,2001,1688,25, 98028,23,2000
376000.0,4,3,2420,5773,2,0,0,3,2420,750,2005,2001,1689,5, 98038,-4,2001
605004.0,4,2,1370,4000,2,0,0,3,1370,750,1951,1994,882,1, 98199,43,2002
886000.0,4,2,2660,3900,1,0,0,4,1480,1180,1923,2001,1690,1, 98112,78,2003
560000.0,4,2,2260,3713,2,0,0,3,2260,750,2003,2001,1691,13, 98034,-2,2004
343000.0,4,2,2070,4500,2,0,0,3,2070,750,2004,2003,1692,5, 98038,-1,2005
1415000.0,4,5,4670,43950,2,0,0,3,4670,750,1989,2001,1693,3, 98006,12,2006
270000.0,3,1,1500,13500,1,0,0,4,1500,750,1968,2001,1694,18, 98059,33,2007
411605.0,4,2,2658,3960,2,0,0,3,2658,750,2014,2001,1695,9, 98092,-13,2008
550000.0,4,2,2700,5150,2,0,0,3,2700,750,2007,2001,1696,18, 98059,-6,2009
465000.0,3,2,1530,1245,2,0,0,3,1050,480,2014,2001,1697,1, 98122,-13,2010
584000.0,3,2,1480,1485,2,0,0,3,1280,200,2007,2001,134,1, 98102,-6,2011
275000.0,3,3,1390,1080,2,0,0,3,1140,250,2006,2001,305,1, 98118,-5,2012
324500.0,3,2,1660,3990,2,0,0,3,1660,750,2009,2001,1698,1, 98118,-8,2013
700000.0,3,2,2050,4185,2,0,0,3,2050,750,2011,2001,1699,1, 98117,-10,2014
385200.0,4,1,1550,7740,1,0,0,3,1550,750,1954,2005,1522,1, 98126,51,2015
270000.0,4,2,1900,8600,1,0,0,4,1900,750,1975,2001,1700,12, 98023,26,2016
735000.0,4,2,2820,6180,2,0,0,3,2050,770,2013,1923,1701,1, 98118,-90,2017
389250.0,2,2,1490,4080,1,0,0,3,930,560,1956,2001,1702,1, 98126,45,2018
315000.0,3,2,1750,12500,1,0,0,3,1150,600,1954,2005,1703,17, 98024,51,2019
545000.0,4,2,2040,6034,2,0,0,3,2040,750,1990,2009,1704,1, 98115,19,2020
550000.0,3,2,1900,5000,1,0,0,3,1640,260,1926,2003,1705,1, 98115,77,2021
415000.0,3,2,1910,12596,1,0,0,3,1340,570,1977,2004,1706,15, 98072,27,2022
387500.0,3,1,1560,14333,1,0,0,4,1560,750,1953,1983,1707,16, 98166,30,2023
432000.0,3,2,1470,6250,1,0,3,4,1070,400,1939,1989,1708,7, 98155,50,2024
402000.0,3,2,2700,9994,1,0,3,4,1350,1350,1959,2001,1709,10, 98198,42,2025
1035000.0,4,3,3450,11240,2,0,3,4,2430,1020,1960,2001,2,22, 98166,41,2026
294700.0,3,2,1970,9600,1,0,0,4,1300,670,1967,2001,1710,12, 98003,34,2027
744000.0,3,2,2670,12187,2,0,0,3,2670,750,1986,2001,1711,4, 98052,15,2028
715000.0,3,2,2550,13458,2,0,0,3,2550,750,1990,2009,1712,3, 98006,19,2029
500000.0,4,1,1720,4011,1,0,0,4,1720,750,1904,2001,1713,1, 98107,97,2030
1300000.0,4,4,4270,6002,2,0,3,3,3180,1090,2004,2003,989,14, 98029,-1,2031
1150000.0,3,2,2170,16600,1,1,2,3,1130,1040,1979,2014,1714,4, 98052,35,2032
650000.0,4,2,2840,9354,2,0,0,3,2840,750,1990,2009,1715,8, 98074,19,2033
435000.0,4,3,3270,50994,2,0,0,4,2720,550,1983,2001,1716,2, 98042,18,2034
510000.0,3,2,1480,7040,1,0,0,3,1480,750,1974,2001,1717,13, 98033,27,2035
525000.0,5,3,2440,8000,1,0,0,4,1240,1200,1972,2001,1718,13, 98034,29,2036
920000.0,4,3,2880,5750,1,0,0,5,1710,1170,1928,1970,250,1, 98116,42,2037
200000.0,2,1,1730,9610,1,0,0,3,1380,350,1962,2003,1719,9, 98001,41,2038
435000.0,2,1,1260,4080,1,0,0,5,1260,750,1926,2001,1720,1, 98115,75,2039
809950.0,4,2,2230,9900,1,0,0,5,2230,750,1959,2001,1687,3, 98005,42,2040
1370000.0,2,2,2460,16940,1,0,4,4,1930,530,1936,2001,1721,1, 98117,65,2041
455000.0,4,2,2050,94525,1,0,0,4,1250,800,1959,2001,1722,18, 98058,42,2042
471000.0,3,2,2030,2805,2,0,0,3,1720,310,2001,2001,1723,14, 98027,0,2043
253500.0,2,1,810,4800,1,0,0,3,810,750,1948,1994,1724,1, 98126,46,2044
185000.0,3,1,1840,8100,1,0,0,4,920,920,1953,1983,1725,22, 98166,30,2045
535500.0,3,2,1730,40250,2,0,0,4,1730,750,1983,2001,2,15, 98072,18,2046
835000.0,2,2,2280,6815,1,0,0,3,2280,750,2002,2001,1726,4, 98053,-1,2047
589500.0,4,2,2630,6326,2,0,0,3,2630,750,2008,2001,1727,20, 98065,-7,2048
680000.0,3,2,2270,23900,1,0,0,3,1820,450,1975,2001,1728,0, 98177,26,2049
360000.0,3,2,1020,7020,1,0,0,4,1020,750,1953,1983,1729,0, 98155,30,2050
595000.0,4,2,1990,2175,2,0,0,3,1680,310,2005,2001,1730,1, 98107,-4,2051
300000.0,4,2,2680,15508,2,0,0,3,2680,750,1999,2001,618,12, 98023,2,2052
660000.0,3,2,1980,3300,1,0,0,4,1140,840,1926,1993,1731,1, 98115,67,2053
570000.0,3,2,2400,6975,2,0,0,3,2400,750,1993,2001,2,26, 98056,8,2054
285000.0,2,1,780,5000,1,0,0,4,780,750,1943,2001,1732,1, 98146,58,2055
435000.0,3,2,980,5000,1,0,0,3,980,750,1940,1996,1733,1, 98144,56,2056
160000.0,3,1,1210,103237,1,0,0,2,1210,750,1918,1960,1734,34, 98070,42,2057
805000.0,5,2,4600,19831,1,0,3,3,2300,2300,1956,2013,530,0, 98177,57,2058
450000.0,3,2,1480,1961,2,0,0,3,1480,750,2005,2001,1735,14, 98029,-4,2059
510000.0,4,2,1320,14250,1,0,0,4,1320,750,1954,1979,1736,13, 98033,25,2060
1120000.0,5,3,4400,18500,1,0,3,5,2250,2150,1963,2001,2,25, 98028,38,2061
1280000.0,4,4,3010,3600,2,0,0,3,2370,640,1999,2001,1737,1, 98112,2,2062
539000.0,3,2,2260,9568,1,0,0,3,1780,480,1985,2001,1738,8, 98074,16,2063
407193.0,4,2,1880,14653,2,0,0,3,1880,750,1978,2001,1739,19, 98014,23,2064
320000.0,3,2,1370,9900,1,0,0,4,1370,750,1983,2001,1740,43, 98354,18,2065
739000.0,4,3,2720,3800,2,0,0,5,1800,920,1919,1934,1741,1, 98115,15,2066
452000.0,2,2,1740,5400,1,0,0,4,990,750,1946,1989,1742,1, 98115,43,2067
600000.0,4,2,2560,5593,2,0,0,3,2560,750,2001,2001,2,4, 98053,0,2068
279000.0,5,2,2690,5557,2,0,0,3,2690,750,2012,1912,1743,1, 98178,-100,2069
895000.0,4,3,3240,5562,2,0,0,3,3240,750,2013,1923,1744,8, 98075,-90,2070
585000.0,4,2,2430,4747,2,0,0,3,2430,750,2008,2001,1745,14, 98027,-7,2071
405000.0,2,2,1405,1073,2,0,0,3,1140,265,2007,2001,1746,1, 98122,-6,2072
837219.0,5,3,3030,7679,2,0,0,3,3030,750,2014,2001,2,8, 98075,-13,2073
969990.0,4,2,4150,8436,2,0,0,3,4150,750,2014,2001,1747,8, 98075,-13,2074
490000.0,3,3,1730,2940,3,0,0,3,1730,750,1985,2001,1748,1, 98117,16,2075
611000.0,6,2,3820,53173,1,0,0,4,2040,1780,1974,2001,416,14, 98027,27,2076
462000.0,4,2,3070,6432,2,0,0,3,3070,750,2006,2001,1749,18, 98055,-5,2077
540000.0,4,2,1780,4169,2,0,0,3,1780,750,1994,2001,1689,14, 98029,7,2078
260000.0,4,2,1811,4381,2,0,0,3,1811,750,2007,2001,1750,18, 98055,-6,2079
510000.0,4,2,2450,62290,2,0,0,3,2450,750,1976,2001,1751,15, 98077,25,2080
567500.0,3,2,2300,7398,2,0,0,3,2300,750,2001,2001,2,20, 98065,0,2081
445000.0,2,1,1440,3225,1,0,0,3,960,480,1915,2001,1752,1, 98103,86,2082
684680.0,4,2,2370,9360,2,0,0,4,2370,750,1979,2001,1753,4, 98052,22,2083
2700000.0,4,3,4420,7850,2,1,4,3,3150,1270,2001,2001,1754,3, 98008,0,2084
455000.0,3,1,1300,3550,1,0,0,3,1300,750,1927,2011,1755,1, 98105,84,2085
540000.0,5,3,2870,4369,2,0,0,3,2090,780,2007,2001,1756,11, 98011,-6,2086
530000.0,3,3,3400,7200,2,0,2,3,2470,930,2009,2001,122,18, 98056,-8,2087
410000.0,3,1,1410,5060,1,0,0,4,910,500,1956,2001,517,1, 98133,45,2088
450000.0,3,2,1640,13500,1,0,0,3,1110,530,1940,1996,1757,1, 98125,56,2089
609900.0,4,2,3190,7399,2,0,0,3,3190,750,2006,2001,1758,5, 98038,-5,2090
648000.0,4,2,2380,13435,2,0,0,3,2380,750,1992,2001,1759,14, 98075,9,2091
550000.0,3,2,2260,4165,2,0,0,3,2260,750,2005,2001,1760,8, 98075,-4,2092
347000.0,3,2,1240,8050,1,0,0,4,1240,750,1978,2000,1761,8, 98074,22,2093
1635000.0,5,4,4220,26784,1,0,0,3,2110,2110,1958,2006,1762,3, 98004,48,2094
1339000.0,4,2,4250,19387,2,0,2,4,3260,990,1972,2001,1763,27, 98040,29,2095
288350.0,3,2,1860,7963,1,0,0,3,1200,660,1963,2008,1764,33, 98188,45,2096
1150000.0,3,2,2850,10474,1,0,0,4,1730,1120,1954,1979,1765,3, 98004,25,2097
525000.0,3,3,2470,36445,2,0,0,4,2470,750,1980,2001,1766,14, 98027,21,2098
250250.0,3,2,2210,8000,2,0,0,4,2210,750,1969,2001,1767,12, 98023,32,2099
341000.0,4,2,1920,7665,1,0,0,4,1500,420,1975,2001,1768,18, 98058,26,2100
700000.0,4,3,3150,7778,2,0,0,3,3150,750,2000,2001,1769,8, 98075,1,2101
390000.0,4,2,2700,7875,1,0,0,4,2700,750,1968,2001,2,18, 98058,33,2102
539950.0,3,2,2190,7149,1,0,1,4,1240,950,1963,2001,2,18, 98056,38,2103
552000.0,2,2,1380,951,3,0,0,3,1380,750,2006,2001,1770,1, 98103,-5,2104
250000.0,5,2,2520,5753,1,0,0,4,1510,1010,1928,2001,1485,38, 98022,73,2105
502000.0,3,2,1300,8800,1,0,0,4,1300,750,1963,2001,1771,3, 98008,38,2106
480000.0,4,2,2220,6500,2,0,3,4,2220,750,1964,2001,1772,22, 98166,37,2107
378500.0,2,1,730,7528,1,0,0,3,730,750,1946,2001,1773,1, 98115,55,2108
1350000.0,4,3,3300,15907,2,0,0,5,3300,750,1985,2001,1774,27, 98040,16,2109
1900000.0,4,3,4130,112521,2,0,0,3,4130,750,1978,2001,1775,3, 98005,23,2110
605000.0,3,2,2670,47480,2,0,3,3,2670,750,1981,2013,2,15, 98072,32,2111
307550.0,4,2,1980,5909,2,0,0,3,1980,750,2003,2001,1776,2, 98031,-2,2112
304700.0,2,1,740,5995,1,0,0,4,740,750,1949,1985,1777,1, 98133,36,2113
568000.0,3,2,2050,3520,1,0,0,4,1070,980,1977,2001,2,1, 98136,24,2114
385000.0,3,2,1230,7500,1,0,0,3,1230,750,1987,2000,1778,13, 98034,13,2115
345000.0,3,2,1210,1420,3,0,0,3,1210,750,2008,2001,1779,1, 98103,-7,2116
435000.0,3,2,1890,7200,1,0,0,4,1230,660,1973,2001,1780,1, 98125,28,2117
579000.0,2,2,1870,6275,1,0,0,3,1870,750,2003,2001,1781,4, 98053,-2,2118
236000.0,3,2,1330,6301,1,0,0,3,1330,750,1998,2006,1782,9, 98002,8,2119
305100.0,3,2,1590,35988,1,0,0,4,1590,750,1974,2001,1783,18, 98058,27,2120
368000.0,3,2,1710,10800,1,0,0,4,1710,750,1958,1972,1784,25, 98028,14,2121
255000.0,2,1,1200,9000,1,0,2,5,1200,750,1917,2001,1785,10, 98198,84,2122
400000.0,2,1,1140,5100,1,0,0,3,1140,750,1942,1999,18,1, 98136,57,2123
440000.0,3,2,2240,8153,1,0,0,3,1120,1120,1948,1994,1786,1, 98125,46,2124
417000.0,2,1,920,6600,1,0,0,3,920,750,1919,2003,1787,1, 98118,84,2125
435000.0,2,1,800,5000,1,0,0,3,800,750,1906,2014,1746,1, 98107,108,2126
475000.0,4,3,1980,11443,1,0,0,5,1980,750,1952,1998,1788,7, 98155,46,2127
563500.0,4,2,2800,12831,2,0,0,3,2800,750,2001,2001,1789,21, 98019,0,2128
285000.0,3,2,1680,35127,2,0,0,3,1680,750,1987,2000,1790,9, 98092,13,2129
471000.0,4,2,2330,9928,2,0,0,3,2330,750,1998,2006,1791,6, 98045,8,2130
500000.0,4,2,2240,9886,1,0,0,4,2240,750,1965,2001,1792,3, 98008,36,2131
640000.0,3,2,2140,8925,2,0,0,3,2140,750,1991,2001,1793,8, 98074,10,2132
442500.0,4,2,2170,14024,2,0,0,3,2170,750,1992,2001,1794,21, 98019,9,2133
213400.0,3,2,1150,8686,1,0,0,4,1150,750,1963,2001,1795,18, 98055,38,2134
831000.0,4,2,2030,3905,1,0,0,4,1630,400,1926,1993,1796,1, 98103,67,2135
325000.0,3,2,1350,11805,1,0,0,3,1350,750,1986,2001,1797,21, 98019,15,2136
425000.0,2,1,910,4635,1,0,0,4,910,750,1905,2001,2,1, 98107,96,2137
550000.0,4,2,2700,5100,1,0,0,4,1440,1260,1968,2001,1798,1, 98136,33,2138
599950.0,4,4,3730,15029,2,0,2,3,2440,1290,1991,2001,1799,2, 98042,10,2139
1225000.0,4,2,2740,16007,2,0,0,3,2740,750,1984,2001,1800,37, 98039,17,2140
750000.0,4,3,2050,5000,2,0,0,4,1370,680,1987,2001,1085,1, 98112,14,2141
290000.0,4,3,2390,4500,2,0,0,3,2390,750,1974,2001,1304,18, 98057,27,2142
270000.0,4,3,1990,7252,1,0,0,3,1270,720,1999,2001,1801,9, 98002,2,2143
229950.0,4,2,1300,21000,1,0,0,4,1300,750,1969,2001,1802,12, 98001,32,2144
234999.0,3,1,1330,8912,1,0,0,3,1330,750,1948,1994,1803,36, 98188,46,2145
265000.0,2,1,1000,31505,1,0,0,3,1000,750,1960,2012,1804,21, 98019,52,2146
367300.0,4,3,2190,14937,2,0,0,3,2190,750,1993,2001,1805,9, 98001,8,2147
550000.0,3,2,1380,3402,1,0,0,3,1380,750,1900,2000,1532,1, 98122,100,2148
743700.0,4,2,2610,33206,2,0,0,3,2610,750,1988,2000,1806,4, 98053,12,2149
352750.0,2,2,1060,1241,2,0,0,3,960,100,2008,2001,1194,1, 98144,-7,2150
403950.0,2,1,710,1136,2,0,0,4,710,750,1943,2001,1807,1, 98102,58,2151
980000.0,4,2,2730,4800,1,0,0,5,2230,500,1909,1988,1808,1, 98119,79,2152
585000.0,4,2,2470,131790,2,0,2,3,2470,750,1937,1999,1809,34, 98070,62,2153
554000.0,3,2,1760,10780,1,0,0,3,1760,750,1977,2004,1308,3, 98005,27,2154
546000.0,3,2,1530,3464,2,0,0,3,1530,750,1998,2006,1810,3, 98007,8,2155
280000.0,2,2,1610,158558,1,0,0,2,1610,750,1948,2001,1447,20, 98065,53,2156
212500.0,2,2,1030,21712,1,0,0,4,1030,750,1938,2001,1811,1, 98168,63,2157
739000.0,4,2,2800,246114,2,0,0,3,2800,750,1999,2001,1493,19, 98014,2,2158
428000.0,3,2,1310,2550,1,0,0,3,780,530,1986,2001,1812,1, 98103,15,2159
965000.0,4,2,3160,34560,1,0,0,4,3160,750,1981,2001,1813,15, 98072,20,2160
364900.0,3,3,2500,8304,2,0,0,3,2500,750,1997,2001,1814,2, 98031,4,2161
559000.0,3,2,2070,5386,1,0,0,4,1140,930,1948,2001,1815,1, 98117,53,2162
213000.0,4,2,1980,9000,1,0,0,2,1480,500,1978,2001,1816,12, 98023,23,2163
620000.0,3,2,2590,7237,2,0,0,3,2590,750,2004,2003,1817,1, 98125,-1,2164
240000.0,4,1,1910,16320,1,0,0,3,1910,750,1934,1978,1818,1, 98106,44,2165
852500.0,3,2,2630,10100,1,0,0,4,1580,1050,1967,2001,1819,3, 98006,34,2166
600000.0,3,2,2630,77972,2,0,0,3,2630,750,2004,2003,1820,21, 98019,-1,2167
410000.0,3,2,1960,4400,2,0,0,3,1960,750,2006,2001,1821,20, 98065,-5,2168
328000.0,3,2,1440,45302,2,0,0,3,1440,750,1977,2004,1822,21, 98019,27,2169
625000.0,3,2,2210,16200,1,0,0,3,1390,820,1958,2004,1823,3, 98005,46,2170
649950.0,4,2,2350,63162,2,0,0,4,2350,750,1994,2001,2,15, 98077,7,2171
235000.0,3,1,1590,13000,1,0,0,3,1590,750,1944,2001,2,22, 98166,57,2172
489000.0,3,4,1500,1249,2,0,0,3,1240,260,2004,2003,1069,1, 98107,-1,2173
536000.0,3,2,1900,6224,2,0,0,3,1900,750,2005,2001,1824,8, 98075,-4,2174
400000.0,4,4,2370,3692,2,0,0,3,2370,750,2013,1923,1825,18, 98056,-90,2175
398000.0,3,2,1720,1715,2,0,0,3,1240,480,2004,2003,1826,1, 98136,-1,2176
379000.0,4,2,2020,7560,1,0,0,4,2020,750,1960,2001,1827,18, 98059,41,2177
345000.0,2,2,1340,1210,2,0,0,3,1120,220,2008,2001,2,1, 98144,-7,2178
365000.0,3,2,1800,2700,2,0,0,3,1800,750,2011,2001,124,1, 98126,-10,2179
315000.0,3,2,1480,1590,2,0,0,3,1150,330,2010,2001,1416,1, 98106,-9,2180
571000.0,4,2,2750,7807,1,0,0,5,2250,500,1916,2001,1828,1, 98125,85,2181
1025000.0,5,4,3760,28040,2,0,0,3,3760,750,1983,2009,1829,13, 98033,26,2182
695000.0,3,3,2540,4694,2,0,0,3,2540,750,2005,2001,1830,8, 98074,-4,2183
225000.0,3,2,1760,26055,1,0,0,3,920,840,1979,2014,1831,23, 98042,35,2184
740000.0,3,2,3000,25341,2,0,0,3,3000,750,1995,2001,551,4, 98053,6,2185
315000.0,4,2,1930,9643,2,0,0,4,1930,750,1992,2001,1217,2, 98031,9,2186
1230000.0,4,2,3040,7000,2,0,0,3,3040,750,2001,2001,1832,27, 98040,0,2187
420000.0,2,1,860,3880,1,0,0,4,860,750,1916,2001,1833,1, 98117,85,2188
310000.0,3,2,1420,7650,1,0,0,4,1100,320,1984,2001,1834,18, 98056,17,2189
700000.0,3,2,2080,3880,1,0,0,5,1160,920,1954,2001,1835,1, 98117,47,2190
269000.0,3,2,1560,4200,2,0,0,3,1560,750,2003,2001,1139,5, 98038,-2,2191
369990.0,4,2,1960,7133,2,0,0,3,1960,750,2002,2001,1836,18, 98056,-1,2192
800000.0,3,2,1620,4500,2,0,0,4,1620,750,1926,1993,2,1, 98119,67,2193
569000.0,5,3,3670,10583,1,0,0,5,2060,1610,1952,1998,896,7, 98155,46,2194
175000.0,6,2,1930,8400,1,0,0,3,1030,900,1971,2001,1837,22, 98146,30,2195
440000.0,3,2,1290,1286,3,0,0,3,1290,750,2000,2001,1838,1, 98103,1,2196
435000.0,5,2,1970,15247,1,0,0,3,1450,520,1986,2001,1839,17, 98024,15,2197
345000.0,3,2,1540,6909,1,0,0,4,920,620,1955,2009,2,0, 98155,54,2198
558000.0,4,2,2180,3870,1,0,0,3,1020,1160,1900,2005,1186,1, 98122,105,2199
475000.0,2,2,1490,224334,1,0,2,3,1490,750,1983,2009,2,9, 98092,26,2200
490000.0,3,2,2220,10275,2,0,0,3,1640,580,1980,2001,1840,14, 98027,21,2201
335000.0,3,2,2430,9133,1,0,0,4,1410,1020,1978,2000,1841,18, 98059,22,2202
350000.0,2,1,1392,43710,1,0,0,4,1392,750,1978,2000,1842,34, 98070,22,2203
100000.0,4,1,1120,2685,1,0,0,3,860,260,1939,1969,1330,18, 98057,30,2204
417500.0,4,1,1390,10800,1,0,0,4,1390,750,1941,1998,995,1, 98177,57,2205
253000.0,3,2,2040,7281,1,0,0,3,1020,1020,1962,2003,1843,33, 98188,41,2206
1240000.0,5,3,2830,7500,2,0,0,3,2460,370,1923,1998,1844,1, 98105,75,2207
490000.0,4,2,3020,8302,2,0,0,4,3020,750,1994,2001,1845,23, 98042,7,2208
470000.0,3,2,2290,14800,1,0,0,3,1620,670,1965,1993,1846,7, 98155,28,2209
483300.0,4,2,1210,11100,1,0,0,4,1210,750,1955,2009,1847,3, 98006,54,2210
659000.0,3,2,2510,6320,2,0,0,3,2510,750,1996,2001,1848,8, 98075,5,2211
480000.0,4,2,2320,4322,1,0,0,3,1140,1180,1910,2006,1849,1, 98144,96,2212
165000.0,3,1,970,6600,1,0,0,3,970,750,1965,1993,1850,22, 98168,28,2213
659500.0,3,2,1820,5500,1,0,0,4,1620,200,1957,2001,524,1, 98115,44,2214
219900.0,3,1,970,7742,1,0,0,4,970,750,1967,2001,1851,12, 98003,34,2215
315000.0,2,1,1740,3622,1,0,0,4,950,790,1924,2001,1852,1, 98118,77,2216
250000.0,3,2,1590,7560,1,0,0,3,1130,460,1984,2001,522,2, 98031,17,2217
268000.0,2,1,1380,5000,1,0,0,3,870,510,1943,2002,1853,1, 98108,59,2218
380000.0,4,2,1680,11123,1,0,0,3,1130,550,1959,1989,1854,0, 98177,30,2219
499000.0,2,1,1220,3000,1,0,0,3,920,300,1926,2003,1855,1, 98117,77,2220
285000.0,2,2,1651,18200,1,0,0,3,1651,750,1946,2001,1856,34, 98070,55,2221
183000.0,3,2,1330,9200,1,0,0,4,1330,750,1973,2001,1857,9, 98092,28,2222
1070000.0,3,3,2940,4622,2,0,0,4,2230,710,1988,2001,1858,1, 98105,13,2223
429000.0,3,3,1410,1246,3,0,0,3,1410,750,2005,2001,375,1, 98103,-4,2224
403000.0,2,1,1100,3598,1,0,0,4,1100,750,1926,1993,1859,1, 98144,67,2225
375500.0,3,2,1530,7200,1,0,0,3,1530,750,1975,2001,363,7, 98155,26,2226
1795000.0,5,3,5270,17232,2,0,1,3,4010,1260,1977,2003,1860,27, 98040,26,2227
516200.0,3,2,2110,5150,1,0,0,5,1080,1030,1919,1934,1861,1, 98118,15,2228
385000.0,4,2,1720,8750,1,0,0,3,860,860,1971,2001,1862,13, 98034,30,2229
515000.0,3,2,1800,5001,2,0,0,3,1800,750,1996,2001,312,13, 98034,5,2230
375000.0,4,2,2210,9427,2,0,0,3,2210,750,1999,2001,1863,22, 98148,2,2231
650000.0,4,2,2560,9731,2,0,0,4,2560,750,1973,2001,1864,13, 98034,28,2232
306888.0,2,2,1010,7719,2,0,0,3,1010,750,1981,2013,1865,18, 98056,32,2233
870000.0,4,2,3340,12248,2,0,1,3,2470,870,1998,2006,1866,1, 98126,8,2234
310000.0,4,1,1740,11075,1,0,0,3,1740,750,1965,1993,1867,0, 98133,28,2235
251750.0,3,2,1320,7200,1,0,0,5,1320,750,1975,2001,1868,2, 98031,26,2236
366000.0,3,2,1520,8625,1,0,0,3,1520,750,1976,2001,1869,11, 98011,25,2237
429950.0,3,2,2010,9480,1,0,0,3,1570,440,1951,1994,1870,1, 98125,43,2238
710000.0,3,4,2440,3427,2,0,0,3,1990,450,2000,2001,1871,3, 98005,1,2239
895000.0,5,2,2550,20875,1,0,0,4,1610,940,1953,1983,1872,3, 98004,30,2240
149500.0,3,1,1010,9450,1,0,0,4,1010,750,1959,2001,1873,10, 98198,42,2241
310000.0,3,2,1780,6771,1,0,0,3,1230,550,1990,2009,1874,1, 98106,19,2242
555000.0,3,2,2180,4976,1,0,2,4,1680,500,1930,2001,1875,1, 98126,71,2243
750000.0,5,3,2750,7500,2,0,1,3,2150,600,1937,1997,1876,13, 98033,60,2244
745000.0,4,3,3490,7024,2,0,0,3,3490,750,2006,2001,1877,8, 98075,-5,2245
695000.0,3,2,2550,45254,2,0,0,3,2550,750,2001,2001,2,4, 98053,0,2246
433000.0,3,2,1870,7189,1,0,0,3,1270,600,1959,1989,8,1, 98118,30,2247
307000.0,4,1,1150,8184,1,0,0,3,1150,750,1947,2012,1878,0, 98155,65,2248
655275.0,3,2,2050,11856,1,0,0,3,1460,590,1962,2003,1879,3, 98006,41,2249
392000.0,4,3,1940,6555,2,0,0,3,1940,750,1990,2009,2,5, 98038,19,2250
1180000.0,5,4,3630,6000,1,0,0,3,2470,1160,2004,2003,1880,13, 98033,-1,2251
359950.0,3,2,1890,9100,2,0,0,4,1890,750,1952,2001,1881,0, 98133,49,2252
360000.0,4,2,1630,10375,1,0,0,5,1630,750,1968,2001,1882,15, 98077,33,2253
566000.0,4,2,2440,5000,1,0,0,3,1340,1100,1954,2005,1883,1, 98117,51,2254
700000.0,5,3,3100,9825,2,0,2,4,3100,750,1950,1982,1884,1, 98125,32,2255
415000.0,3,2,2090,6045,2,0,0,3,2090,750,2000,2001,1885,18, 98056,1,2256
199500.0,3,1,920,9812,1,0,0,4,920,750,1962,2001,1886,9, 98001,39,2257
749000.0,3,1,1580,5000,1,0,0,3,1580,750,1926,2003,1887,1, 98117,77,2258
680000.0,3,2,1760,8400,1,0,0,4,1460,300,1960,2001,1888,1, 98136,41,2259
400000.0,4,2,2530,7563,1,0,0,3,1440,1090,1978,2001,1889,11, 98011,23,2260
608000.0,4,3,2490,9714,1,0,0,4,1400,1090,1983,2001,2,11, 98011,18,2261
589900.0,4,4,3870,35889,2,0,0,3,2530,1340,2001,2001,1890,14, 98027,0,2262
480000.0,5,2,2732,9500,1,0,2,4,1870,862,1975,2001,1330,12, 98003,26,2263
1059500.0,5,3,3230,3825,2,0,0,3,2480,750,2014,2001,803,1, 98117,-13,2264
915000.0,6,4,2930,14980,2,0,3,3,2930,750,2013,1923,1891,3, 98006,-90,2265
695000.0,4,4,3510,9364,2,0,0,3,3510,750,2001,2001,1892,20, 98065,0,2266
899900.0,4,2,2580,3909,2,0,0,3,2580,750,2013,1923,1893,13, 98033,-90,2267
499950.0,2,2,1060,1208,2,0,0,3,940,120,2005,2001,1894,1, 98102,-4,2268
533112.0,4,3,2790,8853,2,0,0,3,2790,750,2013,1923,1895,6, 98045,-90,2269
303210.0,4,2,2009,5000,2,0,0,3,2009,750,2014,2001,357,9, 98092,-13,2270
525000.0,5,3,2880,8364,2,0,0,3,2880,750,2006,2001,1896,18, 98059,-5,2271
399950.0,2,1,710,1157,2,0,0,4,710,750,1943,2001,1897,1, 98102,58,2272
850830.0,3,2,2070,13241,1,0,0,5,1270,800,1910,2001,1898,1, 98102,91,2273
371500.0,3,2,1370,8336,1,0,0,5,1370,750,1964,2001,1899,0, 98133,37,2274
522000.0,3,2,1730,8400,1,0,0,4,1400,330,1980,2001,1181,4, 98052,21,2275
588000.0,4,2,1680,5000,1,0,0,3,980,700,1950,2005,1900,1, 98115,55,2276
276900.0,2,1,1350,10096,1,0,2,4,1350,750,1952,2001,1901,6, 98045,49,2277
248000.0,5,2,1510,9078,1,0,0,4,1510,750,1959,2001,1902,36, 98168,42,2278
